,Department,GEO,Role,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,left_Company,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),EMP_Sat_Remote_Mean,EMP_Engagement_Mean
223,Sales,Japan,Level 2-4,0.4,0.4,4,274,3,0,0,low,37,1,1,2,1,2866,76,9,2.4,4.2
224,Finance,Colombia,Level 2-4,0.4,0.4,3,213,5,0,1,low,39,4,2,2,1,3629,79,8,2.4,4.2
225,Human Resources,Turkey,Level 2-4,0.4,0.4,3,158,8,0,0,low,58,1,2,1,2,1695,64,10,2.4,4.2
226,IT,France,Level 2-4,0.4,0.4,5,125,4,0,0,low,17,1,2,1,1,1782,86,6,2.4,4.2
227,Warehouse,Australia,Level 2-4,0.4,0.4,2,148,2,0,1,high,14,4,2,5,1,1488,71,10,2.4,4.2
228,Operations,Japan,Level 2-4,0.4,0.4,4,145,5,0,1,medium,39,4,2,1,1,1329,88,8,2.4,4.2
229,Sales,Turkey,Level 2-4,0.4,0.4,3,139,8,0,1,medium,13,5,5,2,1,1577,71,9,2.4,4.2
230,Finance,US,Level 2-4,0.4,0.4,3,158,3,0,0,low,60,1,2,2,1,1717,68,6,2.4,4.2
231,Human Resources,Japan,Level 2-4,0.4,0.4,4,274,3,0,0,low,12,1,1,2,2,3059,76,8,2.4,4.2
232,IT,China,Level 2-4,0.4,0.4,3,213,5,0,1,low,54,5,5,2,1,2738,78,6,2.4,4.2
233,Warehouse,Colombia,Level 2-4,0.4,0.4,3,158,8,0,0,low,43,1,1,2,1,1707,68,10,2.4,4.2
234,Operations,UK,Level 2-4,0.4,0.4,5,125,4,0,0,low,55,2,2,2,1,1685,90,10,2.4,4.2
235,Sales,China,Level 2-4,0.4,0.4,2,148,2,0,1,high,34,5,1,5,1,1416,68,7,2.4,4.2
236,Finance,Australia,Level 2-4,0.4,0.41,4,174,3,0,0,low,25,2,2,2,1,1371,87,7,2.4,4.2
237,Human Resources,Turkey,Level 2-4,0.4,0.41,3,138,3,0,0,low,15,2,1,1,2,1650,69,8,2.4,4.2
238,IT,Australia,Level 2-4,0.4,0.41,3,133,6,0,0,low,36,2,2,1,1,1512,66,8,2.4,4.2
239,Warehouse,US,Level 2-4,0.4,0.41,6,106,5,0,0,medium,28,1,1,1,2,1426,85,10,2.4,4.2
240,Operations,Turkey,Level 2-4,0.4,0.41,4,254,5,0,0,low,33,2,2,1,2,3385,80,7,2.4,4.2
241,Sales,Turkey,Level 2-4,0.4,0.41,2,231,6,0,0,medium,56,1,1,2,2,3806,80,6,2.4,4.2
242,Finance,US,Level 2-4,0.4,0.41,4,250,4,0,0,low,35,2,2,2,2,2538,77,6,2.4,4.2
243,Human Resources,Colombia,Level 2-4,0.4,0.41,6,255,6,0,0,medium,45,1,2,2,1,3392,80,9,2.4,4.2
244,IT,France,Level 1,0.4,0.41,6,185,4,0,0,medium,47,1,1,1,2,2946,88,10,2.4,4.2
245,Warehouse,US,Level 1,0.4,0.41,3,106,6,0,0,low,64,2,2,2,2,1390,63,8,2.4,4.2
246,Operations,China,Level 1,0.4,0.41,4,132,5,0,0,medium,39,2,1,1,1,1699,85,10,2.4,4.2
247,Sales,Turkey,Level 1,0.4,0.41,3,157,2,0,0,low,6,2,1,1,1,1860,64,10,2.4,4.2
248,Finance,Colombia,Level 1,0.4,0.41,4,232,3,0,0,medium,51,2,2,2,1,2419,79,8,2.4,4.2
249,Human Resources,Colombia,Level 1,0.4,0.41,3,188,4,0,0,high,47,1,2,1,1,2589,89,7,2.4,4.2
250,IT,Colombia,Level 1,0.4,0.41,6,115,3,0,0,low,10,2,1,1,2,1022,87,9,2.4,4.2
251,Warehouse,Japan,Level 1,0.4,0.41,4,190,3,0,0,medium,50,2,2,1,2,2349,89,10,2.4,4.2
252,Operations,France,Level 1,0.4,0.41,2,141,3,0,0,medium,19,2,1,1,1,1739,69,6,2.4,4.2
253,Sales,China,Level 1,0.4,0.41,2,263,3,0,0,medium,31,1,2,2,1,2886,75,7,2.4,4.2
254,Finance,Colombia,Level 1,0.4,0.41,6,244,3,0,0,low,59,2,2,2,2,2429,79,7,2.4,4.2
255,Human Resources,UK,Level 1,0.4,0.41,2,229,6,0,0,medium,17,2,2,1,1,2534,76,6,2.4,4.2
256,IT,Korea,Level 1,0.4,0.41,6,264,3,0,0,medium,51,2,1,2,2,2297,75,8,2.4,4.2
257,Warehouse,France,Level 1,0.4,0.41,2,194,2,0,0,medium,12,2,2,1,1,2841,88,6,2.4,4.2
258,Operations,Colombia,Level 1,0.4,0.41,3,103,2,0,0,high,22,1,1,2,1,1203,66,8,2.4,4.2
259,Sales,France,Level 1,0.4,0.41,4,127,3,0,0,low,47,1,2,2,1,1734,86,9,2.4,4.2
260,Finance,Australia,Level 1,0.4,0.41,3,216,6,0,0,medium,1,1,2,1,2,2424,76,6,2.4,4.2
261,Human Resources,Japan,Level 1,0.4,0.41,2,146,2,0,0,medium,50,2,2,2,2,1774,63,9,2.4,4.2
262,IT,France,Level 1,0.4,0.41,3,231,6,0,0,medium,4,2,2,1,1,3190,79,8,2.4,4.2
263,Warehouse,US,Level 1,0.4,0.41,5,286,3,0,0,high,32,1,2,2,1,2343,80,8,2.4,4.2
264,Operations,US,Level 1,0.4,0.41,2,148,2,0,0,medium,28,2,2,1,1,1616,71,10,2.4,4.2
265,Sales,France,Level 1,0.4,0.41,4,139,3,0,0,low,11,1,1,2,1,1814,89,9,2.4,4.2
266,Finance,Turkey,Level 1,0.4,0.41,5,107,4,0,0,medium,22,1,2,2,1,1722,89,7,2.4,4.2
267,Human Resources,US,Level 1,0.4,0.41,6,148,4,0,0,low,25,2,2,1,2,1347,86,10,2.4,4.2
268,IT,Colombia,Level 1,0.4,0.41,3,138,3,0,0,medium,38,2,2,1,1,1625,72,9,2.4,4.2
269,Warehouse,Turkey,Level 1,0.4,0.41,3,283,3,0,0,low,37,1,2,2,1,2773,80,6,2.4,4.2
270,Operations,Turkey,Level 1,0.4,0.41,6,114,3,0,0,low,6,2,1,1,1,1509,88,8,2.4,4.2
271,Sales,Korea,Level 1,0.4,0.41,5,240,2,0,0,medium,65,2,1,1,1,3267,80,9,2.4,4.2
272,Finance,UK,Level 1,0.4,0.41,3,232,3,0,0,medium,23,2,2,2,2,3231,77,7,2.4,4.2
273,Human Resources,China,Level 1,0.4,0.41,3,193,2,0,0,low,9,2,2,1,2,2864,85,7,2.4,4.2
274,IT,US,VP,0.4,0.41,6,142,3,0,0,medium,44,2,2,1,1,1062,87,9,2.4,4.2
275,Warehouse,Korea,Senior Director,0.4,0.41,2,164,4,0,0,medium,65,2,2,1,2,1060,65,10,2.4,4.2
276,Operations,Korea,Senior Director,0.4,0.41,2,140,3,0,0,medium,63,1,1,1,2,1396,61,9,2.4,4.2
277,Sales,Australia,Senior Director,0.4,0.41,6,101,3,0,0,low,1,1,1,2,1,1150,87,10,2.4,4.2
278,Finance,China,Director,0.4,0.41,3,219,3,0,0,low,48,1,2,2,1,3206,79,6,2.4,4.2
279,Human Resources,Japan,Director,0.4,0.41,5,196,4,0,0,low,1,2,2,1,2,2584,87,6,2.4,4.2
280,IT,China,Director,0.4,0.41,3,180,5,0,0,medium,38,2,2,2,1,1994,85,6,2.4,4.2
281,Warehouse,Japan,Director,0.4,0.41,3,175,3,0,0,medium,2,2,1,2,1,1427,67,6,2.4,4.2
282,Operations,France,Director,0.4,0.41,5,152,3,0,0,medium,50,2,2,1,2,1261,87,10,2.4,4.2
283,Sales,UK,Director,0.4,0.41,2,113,3,0,1,medium,18,5,2,1,1,1352,61,8,2.4,4.2
284,Finance,China,Senior Manager,0.4,0.41,5,135,6,0,0,medium,17,2,2,2,2,1252,86,9,2.4,4.2
285,Human Resources,China,Senior Manager,0.4,0.41,3,125,7,0,0,medium,50,2,1,2,1,1469,60,9,2.4,4.2
286,IT,France,Senior Manager,0.4,0.41,3,167,10,0,0,low,30,1,1,2,2,1557,60,6,2.4,4.2
287,Warehouse,France,Senior Manager,0.4,0.41,2,198,4,0,0,medium,51,2,2,2,2,3486,87,10,2.4,4.2
288,Operations,Australia,Senior Manager,0.4,0.41,3,175,3,0,0,medium,49,1,1,1,1,1161,70,10,2.4,4.2
289,Sales,China,Senior Manager,0.4,0.41,5,152,3,0,0,medium,45,2,1,1,1,1242,85,9,2.4,4.2
290,Finance,Colombia,Senior Manager,0.4,0.41,2,113,3,0,1,medium,48,4,2,2,2,1373,73,9,2.4,4.2
291,Human Resources,Colombia,Senior Manager,0.4,0.41,5,135,6,0,0,medium,11,2,1,2,2,1081,87,7,2.4,4.2
292,IT,Australia,Senior Manager,0.4,0.41,3,125,7,0,0,medium,4,1,1,1,1,1872,67,10,2.4,4.2
293,Warehouse,UK,Senior Manager,0.4,0.41,3,167,10,0,0,low,7,2,2,2,1,1784,68,8,2.4,4.2
294,Operations,Japan,Senior Manager,0.4,0.41,2,198,4,0,0,medium,40,2,2,2,1,2276,88,6,2.4,4.2
295,Sales,US,Senior Manager,0.4,0.42,2,99,4,0,0,low,57,2,2,2,1,1858,73,10,2.4,4.2
296,Finance,France,Manager,0.4,0.42,4,159,4,0,0,medium,6,2,2,2,1,1105,89,8,2.4,4.2
297,Human Resources,UK,Manager,0.4,0.42,6,220,2,0,0,low,4,2,2,2,2,3282,75,10,2.4,4.2
298,IT,Korea,Manager,0.4,0.42,6,101,4,0,0,medium,58,1,2,1,2,1792,85,8,2.4,4.2
299,Warehouse,Turkey,Manager,0.4,0.42,5,283,5,0,0,low,56,1,2,2,2,3811,77,6,2.4,4.2
300,Operations,US,Manager,0.4,0.42,2,142,3,0,0,medium,6,2,1,1,1,1079,60,6,2.4,4.2
301,Sales,Turkey,Manager,0.4,0.42,4,269,4,0,0,medium,10,1,1,1,2,2121,80,10,2.4,4.2
302,Finance,UK,Manager,0.4,0.42,6,253,3,0,0,medium,12,2,2,1,1,3970,77,6,2.4,4.2
303,Human Resources,UK,Manager,0.4,0.42,2,124,2,0,0,low,1,2,2,1,2,1875,73,8,2.4,4.2
304,IT,UK,Manager,0.4,0.42,3,206,5,0,0,high,1,1,2,2,2,3229,77,8,2.4,4.2
305,Warehouse,China,Manager,0.4,0.42,3,138,3,0,0,medium,21,2,2,1,2,1470,67,7,2.4,4.2
306,Operations,Turkey,Manager,0.4,0.42,5,252,5,0,0,low,60,1,1,2,1,3183,77,10,2.4,4.2
307,Sales,Japan,Manager,0.4,0.42,4,238,3,0,0,medium,62,1,2,1,2,2462,78,7,2.4,4.2
308,Finance,UK,Manager,0.4,0.42,3,196,3,0,0,low,48,1,2,1,2,3258,85,7,2.4,4.2
309,Human Resources,Australia,Manager,0.4,0.42,5,226,3,0,0,low,6,2,2,2,2,3640,76,7,2.4,4.2
310,IT,US,Manager,0.4,0.42,2,192,2,0,0,low,44,2,2,2,2,3693,87,6,2.4,4.2
311,Warehouse,UK,Manager,0.4,0.42,4,154,5,0,0,high,51,1,1,2,1,1498,90,9,2.4,4.2
312,Operations,France,Manager,0.4,0.42,3,189,2,0,0,medium,25,1,2,1,1,2503,89,8,2.4,4.2
313,Sales,Australia,Manager,0.4,0.42,4,98,2,0,0,low,62,1,2,2,1,1305,87,8,2.4,4.2
314,Finance,US,Manager,0.4,0.42,2,169,5,0,0,low,18,2,1,1,2,1374,75,6,2.4,4.2
315,Human Resources,Turkey,Manager,0.4,0.42,3,178,3,0,0,high,43,2,2,1,1,1529,66,7,2.4,4.2
316,IT,Turkey,Manager,0.4,0.42,2,248,4,0,0,medium,15,1,1,1,1,2209,77,9,2.4,4.2
317,Warehouse,Korea,Manager,0.4,0.42,2,199,2,0,0,medium,3,2,1,1,1,2984,87,6,2.4,4.2
318,Operations,Australia,Level 2-4,0.4,0.42,6,114,3,0,0,medium,15,1,2,2,2,1095,89,7,2.4,4.2
319,Sales,France,Level 2-4,0.4,0.42,2,266,3,0,0,low,51,1,2,1,1,2953,80,7,2.4,4.2
320,Finance,Japan,Level 2-4,0.4,0.42,2,127,4,0,0,medium,31,2,2,2,1,1228,73,9,2.4,4.2
321,Human Resources,Turkey,Level 2-4,0.4,0.42,3,131,3,0,0,medium,64,1,2,1,1,1518,66,6,2.4,4.2
322,IT,China,Level 2-4,0.4,0.42,3,110,2,0,0,medium,28,1,1,1,1,1250,66,9,2.4,4.2
323,Warehouse,Korea,Level 2-4,0.4,0.42,3,146,2,0,0,medium,15,1,2,1,1,1355,65,7,2.4,4.2
324,Operations,France,Level 2-4,0.4,0.42,4,140,2,0,0,low,26,1,1,1,2,1409,88,7,2.4,4.2
325,Sales,UK,Level 2-4,0.4,0.42,3,98,3,0,0,low,19,2,1,2,1,1259,68,9,2.4,4.2
326,Finance,UK,Level 2-4,0.4,0.42,6,287,5,0,0,low,52,2,1,1,2,3133,79,9,2.4,4.2
327,Human Resources,France,Level 2-4,0.4,0.42,3,217,2,0,0,low,33,2,2,2,2,2314,80,8,2.4,4.2
328,IT,Australia,Level 2-4,0.4,0.42,6,218,3,0,0,medium,24,1,2,1,2,2637,78,8,2.4,4.2
329,Warehouse,Australia,Level 2-4,0.4,0.42,3,104,2,0,0,medium,16,2,1,2,1,1120,61,8,2.4,4.2
330,Operations,Colombia,Level 2-4,0.4,0.42,4,256,5,0,0,low,22,2,1,1,2,2021,80,6,2.4,4.2
331,Sales,France,Level 2-4,0.4,0.42,5,210,5,0,0,low,42,1,1,1,2,2513,76,10,2.4,4.2
332,Finance,Colombia,Level 2-4,0.4,0.42,4,108,4,0,0,low,38,1,1,1,1,1007,90,7,2.4,4.2
333,Human Resources,Japan,Level 2-4,0.4,0.42,2,275,6,0,1,medium,28,4,5,2,1,2008,79,9,2.4,4.2
334,IT,Korea,Level 2-4,0.4,0.42,2,103,8,0,0,medium,61,2,2,2,1,1202,75,7,2.4,4.2
335,Warehouse,Japan,Level 2-4,0.4,0.42,3,182,3,0,0,low,54,2,1,2,1,2212,85,7,2.4,4.2
336,Operations,Colombia,Level 2-4,0.4,0.42,4,156,7,0,0,high,16,2,2,2,2,1899,90,10,2.4,4.2
337,Sales,UK,Level 2-4,0.4,0.42,6,173,7,0,0,medium,2,1,1,2,2,1892,90,8,2.4,4.2
338,Finance,China,Level 2-4,0.4,0.42,3,145,4,0,1,medium,51,4,5,1,1,1505,67,9,2.4,4.2
339,Human Resources,UK,Level 2-4,0.4,0.42,2,109,6,0,0,low,24,1,1,1,2,1521,60,9,2.4,4.2
340,IT,UK,Level 2-4,0.4,0.42,3,104,2,0,0,medium,37,1,2,1,2,1719,69,6,2.4,4.2
341,Warehouse,Australia,Level 2-4,0.4,0.42,4,256,5,0,0,low,45,2,2,1,2,2586,79,8,2.4,4.2
342,Operations,France,Level 2-4,0.4,0.42,5,210,5,0,0,low,61,1,2,1,2,3265,78,9,2.4,4.2
343,Sales,US,Level 2-4,0.4,0.42,4,108,4,0,0,low,5,1,1,1,1,1417,89,7,2.4,4.2
344,Finance,Japan,Level 2-4,0.4,0.42,2,275,6,0,1,medium,28,5,2,1,2,3785,80,7,2.4,4.2
345,Human Resources,Turkey,Level 2-4,0.4,0.42,2,103,8,0,0,medium,5,2,2,2,1,1889,62,10,2.4,4.2
346,IT,US,Level 2-4,0.4,0.42,3,182,3,0,0,low,48,1,1,2,1,2119,85,6,2.4,4.2
347,Warehouse,US,Level 2-4,0.4,0.42,4,156,7,0,0,high,64,1,2,1,2,1893,89,9,2.4,4.2
348,Operations,Japan,Level 2-4,0.4,0.42,6,173,7,0,0,medium,9,2,2,1,2,1567,88,7,2.4,4.2
349,Sales,China,Level 2-4,0.4,0.42,3,145,4,0,1,medium,47,4,2,2,1,1128,60,7,2.4,4.2
350,Finance,Turkey,Level 2-4,0.4,0.42,2,109,6,0,0,low,15,1,1,1,1,1942,67,7,2.4,4.2
351,Human Resources,Australia,Level 2-4,0.4,0.43,6,246,4,0,0,medium,48,1,2,2,1,3983,79,9,2.4,4.2
352,IT,France,Level 2-4,0.4,0.43,2,199,2,0,0,medium,5,1,1,1,2,3259,87,7,2.4,4.2
353,Warehouse,US,Level 2-4,0.4,0.43,4,165,5,0,0,low,4,1,2,1,2,1586,86,10,2.4,4.2
354,Operations,China,Level 2-4,0.4,0.43,3,173,3,0,0,low,24,2,2,1,2,1380,62,6,2.4,4.2
355,Sales,China,Level 2-4,0.4,0.43,2,155,2,0,0,low,47,1,1,2,2,1799,73,8,2.4,4.2
356,Finance,Japan,Level 2-4,0.4,0.43,2,160,6,0,0,medium,49,2,2,1,1,1970,61,6,2.4,4.2
357,Human Resources,UK,Level 2-4,0.4,0.43,3,204,4,0,0,medium,60,1,1,1,1,3963,76,8,2.4,4.2
358,IT,Japan,Level 2-4,0.4,0.43,3,192,2,0,0,low,24,1,1,1,2,2806,89,7,2.4,4.2
359,Warehouse,China,Level 2-4,0.4,0.43,3,162,4,0,0,medium,18,2,2,2,1,1271,64,8,2.4,4.2
360,Operations,Turkey,Level 2-4,0.4,0.43,6,132,3,0,0,low,57,2,2,2,2,1540,86,9,2.4,4.2
361,Sales,UK,Level 2-4,0.4,0.43,4,258,3,0,0,low,29,2,2,2,1,3117,76,8,2.4,4.2
362,Finance,Colombia,Level 2-4,0.4,0.43,3,184,2,0,0,medium,9,2,1,2,2,2708,88,6,2.4,4.2
363,Human Resources,France,Level 2-4,0.4,0.43,3,167,3,0,0,medium,50,1,2,1,1,1725,63,6,2.4,4.2
364,IT,France,Level 2-4,0.4,0.43,3,161,2,0,0,medium,37,2,2,1,1,1530,66,7,2.4,4.2
365,Warehouse,France,Level 2-4,0.4,0.43,2,106,2,0,1,high,31,4,1,5,1,1996,66,9,2.4,4.2
366,Operations,US,Level 2-4,0.4,0.43,3,120,6,0,0,medium,8,2,2,1,1,1900,62,10,2.4,4.2
367,Sales,UK,Level 2-4,0.4,0.43,4,215,4,0,0,low,21,1,1,1,2,2439,75,10,2.4,4.2
368,Finance,Turkey,Level 2-4,0.4,0.43,3,154,3,0,0,low,37,1,1,1,1,1890,63,8,2.4,4.2
369,Human Resources,Colombia,Level 2-4,0.4,0.43,5,210,4,0,0,medium,3,1,1,2,2,2589,76,9,2.4,4.2
370,IT,France,Level 2-4,0.4,0.43,2,222,4,0,0,high,3,1,1,1,1,2123,75,9,2.4,4.2
371,Warehouse,US,Level 2-4,0.4,0.43,2,100,6,0,0,medium,32,2,1,2,2,1574,68,7,2.4,4.2
372,Operations,Turkey,Level 2-4,0.4,0.43,2,139,3,0,0,high,5,2,1,1,2,1408,66,6,2.4,4.2
373,Sales,China,Level 2-4,0.4,0.43,4,117,5,0,0,medium,49,1,1,2,2,1239,89,9,2.4,4.2
374,Finance,US,Level 2-4,0.4,0.43,4,265,6,0,0,high,61,2,2,2,2,3752,80,8,2.4,4.2
375,Human Resources,UK,Level 2-4,0.4,0.43,2,169,3,0,0,medium,25,1,2,1,2,1421,74,8,2.4,4.2
376,IT,France,Level 2-4,0.4,0.43,6,253,3,0,0,high,53,2,1,2,1,2875,78,10,2.4,4.2
377,Warehouse,Turkey,Level 2-4,0.4,0.43,6,283,2,0,0,low,50,2,1,2,2,3113,77,8,2.4,4.2
378,Operations,Japan,Level 2-4,0.4,0.43,3,96,3,0,0,low,12,2,1,1,1,1241,67,6,2.4,4.2
379,Sales,Australia,Level 2-4,0.4,0.43,3,194,2,0,0,medium,18,2,2,2,1,3703,86,7,2.4,4.2
380,Finance,Australia,Level 2-4,0.4,0.43,3,128,3,0,0,medium,53,2,1,1,1,1867,69,9,2.4,4.2
381,Human Resources,Japan,Level 1,0.4,0.43,6,175,3,0,0,low,41,2,1,2,2,1382,89,7,2.4,4.2
382,IT,Colombia,Level 1,0.4,0.43,3,171,3,0,0,medium,13,1,2,1,1,1991,61,10,2.4,4.2
383,Warehouse,Colombia,Level 1,0.4,0.43,3,120,3,0,0,high,24,2,2,1,2,1236,65,8,2.4,4.2
384,Operations,Japan,Level 1,0.4,0.43,3,224,6,0,0,low,30,2,1,2,2,3166,80,7,2.4,4.2
385,Sales,Colombia,Level 1,0.4,0.43,5,269,3,0,0,medium,52,2,1,2,1,3416,78,8,2.4,4.2
386,Finance,Turkey,Level 1,0.4,0.43,2,238,3,0,0,low,11,1,2,2,1,2092,78,8,2.4,4.2
387,Human Resources,Colombia,Level 1,0.4,0.43,4,253,4,0,0,medium,13,2,2,2,1,2914,78,8,2.4,4.2
388,IT,Colombia,Level 1,0.4,0.43,2,249,3,0,0,low,26,2,1,1,2,3611,76,6,2.4,4.2
389,Warehouse,Japan,Level 1,0.4,0.43,3,176,3,0,0,low,2,1,2,1,1,1499,66,9,2.4,4.2
390,Operations,Korea,Level 1,0.4,0.43,3,188,7,0,0,medium,10,2,1,2,1,3033,89,8,2.4,4.2
391,Sales,Colombia,Level 1,0.4,0.43,5,175,2,0,0,high,23,2,1,1,2,1014,88,8,2.4,4.2
392,Finance,China,Level 1,0.4,0.43,4,275,3,0,0,low,25,2,1,2,2,3615,75,9,2.4,4.2
393,Human Resources,China,Level 1,0.4,0.43,4,246,3,0,0,low,2,2,2,1,2,3068,77,7,2.4,4.2
394,IT,Turkey,Level 1,0.4,0.43,5,113,8,0,0,medium,33,1,1,2,1,1765,89,8,2.4,4.2
395,Warehouse,France,Level 1,0.4,0.43,3,176,3,0,0,low,13,2,1,1,1,1873,73,8,2.4,4.2
396,Operations,France,Level 1,0.4,0.43,3,188,7,0,0,medium,50,2,1,2,2,3606,87,6,2.4,4.2
397,Sales,Colombia,Level 1,0.4,0.43,5,175,2,0,0,high,21,1,1,2,1,1976,87,10,2.4,4.2
398,Finance,Japan,Level 1,0.4,0.43,4,275,3,0,0,low,33,1,2,1,2,3546,79,7,2.4,4.2
399,Human Resources,Australia,Level 1,0.4,0.43,4,246,3,0,0,low,53,2,2,2,2,2729,80,6,2.4,4.2
400,IT,Korea,Level 1,0.4,0.43,5,113,8,0,0,medium,63,2,1,2,2,1876,88,6,2.4,4.2
401,Warehouse,China,Level 1,0.4,0.44,2,194,6,0,0,medium,46,1,2,2,2,2521,86,6,2.4,4.2
402,Operations,Turkey,Level 1,0.4,0.44,3,137,3,0,0,medium,9,2,1,1,2,1660,63,6,2.4,4.2
403,Sales,Korea,Level 1,0.4,0.44,3,129,2,0,0,medium,41,2,1,2,2,1832,60,8,2.4,4.2
404,Finance,France,Level 1,0.4,0.44,3,166,6,0,0,low,32,2,1,1,2,1748,60,6,2.4,4.2
405,Human Resources,Turkey,Level 1,0.4,0.44,4,163,6,0,0,high,37,2,1,2,2,1697,87,6,2.4,4.2
406,IT,UK,Level 1,0.4,0.44,5,212,4,0,0,low,46,1,1,2,1,3610,78,7,2.4,4.2
407,Warehouse,Japan,Level 1,0.4,0.44,3,119,2,0,0,low,19,2,2,1,2,1366,60,10,2.4,4.2
408,Operations,China,Level 1,0.4,0.44,4,192,4,0,0,low,15,2,1,1,2,2198,90,8,2.4,4.2
409,Sales,Korea,Level 1,0.4,0.44,2,131,2,0,0,low,62,2,2,1,1,1349,74,10,2.4,4.2
410,Finance,China,Level 1,0.4,0.44,6,104,6,0,0,low,17,1,2,1,2,1615,90,10,2.4,4.2
411,Human Resources,Korea,VP,0.4,0.44,5,152,5,0,0,low,5,2,2,2,2,1106,88,8,2.4,4.2
412,IT,Colombia,Senior Director,0.4,0.44,3,121,4,0,0,low,62,1,1,2,1,1262,65,8,2.4,4.2
413,Warehouse,France,Senior Director,0.4,0.44,4,114,4,0,0,medium,19,2,1,2,1,1618,90,10,2.4,4.2
414,Operations,Japan,Senior Director,0.4,0.44,3,199,2,0,0,low,32,2,2,2,2,2504,87,7,2.4,4.2
415,Sales,France,Director,0.4,0.44,3,126,2,0,0,medium,6,2,1,1,2,1803,65,6,2.4,4.2
416,Finance,China,Director,0.4,0.44,5,128,4,0,0,medium,13,2,1,2,1,1323,85,6,2.4,4.2
417,Human Resources,France,Director,0.4,0.44,5,213,3,0,0,low,61,2,1,2,2,3394,75,9,2.4,4.2
418,IT,Korea,Director,0.4,0.44,2,130,3,0,0,low,56,1,1,2,2,1406,70,8,2.4,4.2
419,Warehouse,US,Director,0.4,0.44,4,194,2,0,0,low,32,1,1,1,2,2942,90,7,2.4,4.2
420,Operations,UK,Director,0.4,0.44,5,255,5,0,0,low,47,1,2,2,1,3598,79,8,2.4,4.2
421,Sales,US,Senior Manager,0.4,0.44,2,207,4,0,0,low,26,2,1,2,1,3663,76,7,2.4,4.2
422,Finance,Japan,Senior Manager,0.4,0.44,3,97,4,0,0,medium,37,2,2,1,1,1230,73,9,2.4,4.2
423,Human Resources,Colombia,Senior Manager,0.4,0.44,5,165,3,0,0,medium,25,2,2,2,1,1264,87,8,2.4,4.2
424,IT,Korea,Senior Manager,0.4,0.44,4,166,4,0,0,low,59,2,1,1,1,1701,87,9,2.4,4.2
425,Warehouse,UK,Senior Manager,0.4,0.44,5,190,5,0,0,medium,41,2,2,1,2,3785,86,6,2.4,4.2
426,Operations,UK,Senior Manager,0.4,0.44,5,169,3,0,0,medium,5,1,2,2,2,1758,90,8,2.4,4.2
427,Sales,Australia,Senior Manager,0.4,0.44,2,236,3,0,0,medium,8,2,1,2,1,2293,75,9,2.4,4.2
428,Finance,France,Senior Manager,0.4,0.44,3,153,2,0,0,low,19,1,2,2,1,1010,75,10,2.4,4.2
429,Human Resources,Australia,Senior Manager,0.4,0.44,5,155,3,0,0,medium,24,2,1,1,1,1401,85,8,2.4,4.2
430,IT,US,Senior Manager,0.4,0.44,4,170,2,0,0,low,19,2,1,1,1,1131,85,10,2.4,4.2
431,Warehouse,Colombia,Senior Manager,0.4,0.44,4,154,6,0,0,medium,54,1,1,1,2,1661,85,6,2.4,4.2
432,Operations,UK,Senior Manager,0.4,0.44,3,183,2,0,0,medium,14,1,2,1,2,2354,89,9,2.4,4.2
433,Sales,US,Manager,0.4,0.44,2,141,7,0,1,high,32,5,1,5,1,1411,70,8,2.4,4.2
434,Finance,Japan,Manager,0.4,0.44,5,131,5,0,0,medium,5,2,1,1,2,1019,88,9,2.4,4.2
435,Human Resources,Korea,Manager,0.4,0.44,3,260,8,0,0,low,65,1,1,2,2,3489,76,8,2.4,4.2
436,IT,UK,Manager,0.4,0.44,2,236,3,0,0,medium,59,1,1,2,2,3544,79,8,2.4,4.2
437,Warehouse,US,Manager,0.4,0.44,3,153,2,0,0,low,58,1,1,2,2,1885,75,9,2.4,4.2
438,Operations,UK,Manager,0.4,0.44,5,155,3,0,0,medium,46,2,1,1,1,1590,89,10,2.4,4.2
439,Sales,US,Manager,0.4,0.44,4,170,2,0,0,low,52,1,1,1,1,1919,90,8,2.4,4.2
440,Finance,Turkey,Manager,0.4,0.44,4,154,6,0,0,medium,59,2,1,1,2,1439,85,6,2.4,4.2
441,Human Resources,US,Manager,0.4,0.44,3,183,2,0,0,medium,41,1,1,2,2,3277,88,8,2.4,4.2
442,IT,China,Manager,0.4,0.44,2,141,7,0,1,high,9,4,5,5,2,1818,61,6,2.4,4.2
443,Warehouse,Korea,Manager,0.4,0.44,5,131,5,0,0,medium,22,2,1,1,1,1601,88,10,2.4,4.2
444,Operations,Turkey,Manager,0.4,0.44,3,260,8,0,0,low,18,1,1,1,2,3273,78,10,2.4,4.2
445,Sales,Turkey,Manager,0.4,0.45,2,132,3,1,0,low,40,2,2,1,1,1208,63,6,2.4,1.8
446,Finance,UK,Manager,0.4,0.45,2,151,3,1,0,low,44,1,2,1,1,1759,65,10,2.4,1.8
447,Human Resources,US,Manager,0.4,0.45,2,132,3,1,0,low,52,2,1,1,1,1200,68,6,2.4,1.8
448,IT,Korea,Manager,0.4,0.45,2,135,3,1,0,low,9,1,1,1,1,1466,69,7,2.4,1.8
